Congress,YearRange,SessionBegan,SessionEnded,LastName,FirstMiddleName,,StateOrTerritory,Party,Service,Group
106,(1999-2001),1999,2001,CUMMINGS, Elijah Eugene,https://history.house.gov/People/Detail/11684,MD,Democrat,House,Black
106,(1999-2001),1999,2001,DAVIS, Danny K.,https://history.house.gov/People/Detail/11949,IL,Democrat,House,Black
106,(1999-2001),1999,2001,DIXON, Julian Carey,https://history.house.gov/People/Detail/12294,CA,Democrat,House,Black
106,(1999-2001),1999,2001,FATTAH, Chaka,https://history.house.gov/People/Detail/13018,PA,Democrat,House,Black
106,(1999-2001),1999,2001,FORD, Harold Jr.,https://history.house.gov/People/Detail/13305,TN,Democrat,House,Black
106,(1999-2001),1999,2001,HASTINGS, Alcee Lamar,https://history.house.gov/People/Detail/14683,FL,Democrat,House,Black
106,(1999-2001),1999,2001,HILLIARD, Earl Frederick,https://history.house.gov/People/Detail/15053,AL,Democrat,House,Black
106,(1999-2001),1999,2001,JACKSON, Jesse L. Jr.,https://history.house.gov/People/Detail/16055,IL,Democrat,House,Black
106,(1999-2001),1999,2001,JACKSON LEE, Sheila,https://history.house.gov/People/Detail/15730,TX,Democrat,House,Black
106,(1999-2001),1999,2001,JEFFERSON, William Jennings,https://history.house.gov/People/Detail/15783,LA,Democrat,House,Black
106,(1999-2001),1999,2001,JOHNSON, Eddie Bernice,https://history.house.gov/People/Detail/15852,TX,Democrat,House,Black
106,(1999-2001),1999,2001,JONES, Stephanie Tubbs,https://history.house.gov/People/Detail/16057,OH,Democrat,House,Black
106,(1999-2001),1999,2001,KILPATRICK, Carolyn Cheeks,https://history.house.gov/People/Detail/16302,MI,Democrat,House,Black
106,(1999-2001),1999,2001,LEE, Barbara,https://history.house.gov/People/Detail/17282,CA,Democrat,House,Black
106,(1999-2001),1999,2001,LEWIS, John R.,https://history.house.gov/People/Detail/16948,GA,Democrat,House,Black
106,(1999-2001),1999,2001,MCKINNEY, Cynthia Ann,https://history.house.gov/People/Detail/17982,GA,Democrat,House,Black
106,(1999-2001),1999,2001,MEEK, Carrie P.,https://history.house.gov/People/Detail/18110,FL,Democrat,House,Black
106,(1999-2001),1999,2001,MEEKS, Gregory W.,https://history.house.gov/People/Detail/18747,NY,Democrat,House,Black
106,(1999-2001),1999,2001,MILLENDER-MCDONALD, Juanita,https://history.house.gov/People/Detail/18225,CA,Democrat,House,Black
106,(1999-2001),1999,2001,NORTON, Eleanor Holmes,https://history.house.gov/People/Detail/19016,DC,Democrat,House,Black
106,(1999-2001),1999,2001,OWENS, Major Robert Odell,https://history.house.gov/People/Detail/19262,NY,Democrat,House,Black
106,(1999-2001),1999,2001,PAYNE, Donald Milford,https://history.house.gov/People/Detail/19459,NJ,Democrat,House,Black
106,(1999-2001),1999,2001,RANGEL, Charles B.,https://history.house.gov/People/Detail/20144,NY,Democrat,House,Black
106,(1999-2001),1999,2001,RUSH, Bobby L.,https://history.house.gov/People/Detail/20721,IL,Democrat,House,Black
106,(1999-2001),1999,2001,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368,VA,Democrat,House,Black
106,(1999-2001),1999,2001,THOMPSON, Bennie,https://history.house.gov/People/Detail/22870,MS,Democrat,House,Black
106,(1999-2001),1999,2001,TOWNS, Edolphus,https://history.house.gov/People/Detail/23035,NY,Democrat,House,Black
106,(1999-2001),1999,2001,WATERS, Maxine,https://history.house.gov/People/Detail/23438,CA,Democrat,House,Black
106,(1999-2001),1999,2001,WATT, Melvin L.,https://history.house.gov/People/Detail/23463,NC,Democrat,House,Black
106,(1999-2001),1999,2001,WATTS, Julius Caesar Jr. (J. C.),https://history.house.gov/People/Detail/23468,OK,Republican,House,Black
106,(1999-2001),1999,2001,WYNN, Albert Russell,https://history.house.gov/People/Detail/24158,MD,Democrat,House,Black
107,(2001-2003),2001,2003,BISHOP, Sanford Dixon Jr.,https://history.house.gov/People/Detail/7697,GA,Democrat,House,Black
107,(2001-2003),2001,2003,BROWN, Corrine,https://history.house.gov/People/Detail/7695,FL,Democrat,House,Black
107,(2001-2003),2001,2003,CARSON, Julia May,https://history.house.gov/People/Detail/10693,IN,Democrat,House,Black
107,(2001-2003),2001,2003,CHRISTENSEN, Donna Marie,https://history.house.gov/People/Detail/10930,VI,Democrat,House,Black
107,(2001-2003),2001,2003,CLAY, William Lacy Jr.,https://history.house.gov/People/Detail/11766,MO,Democrat,House,Black
107,(2001-2003),2001,2003,CLAYTON, Eva M.,https://history.house.gov/People/Detail/11065,NC,Democrat,House,Black
107,(2001-2003),2001,2003,CLYBURN, James Enos,https://history.house.gov/People/Detail/11119,SC,Democrat,House,Black
107,(2001-2003),2001,2003,CONYERS, John Jr.,https://history.house.gov/People/Detail/11348,MI,Democrat,House,Black
107,(2001-2003),2001,2003,CUMMINGS, Elijah Eugene,https://history.house.gov/People/Detail/11684,MD,Democrat,House,Black
107,(2001-2003),2001,2003,DAVIS, Danny K.,https://history.house.gov/People/Detail/11949,IL,Democrat,House,Black
107,(2001-2003),2001,2003,FATTAH, Chaka,https://history.house.gov/People/Detail/13018,PA,Democrat,House,Black
107,(2001-2003),2001,2003,FORD, Harold Jr.,https://history.house.gov/People/Detail/13305,TN,Democrat,House,Black
107,(2001-2003),2001,2003,HASTINGS, Alcee Lamar,https://history.house.gov/People/Detail/14683,FL,Democrat,House,Black
107,(2001-2003),2001,2003,HILLIARD, Earl Frederick,https://history.house.gov/People/Detail/15053,AL,Democrat,House,Black
107,(2001-2003),2001,2003,JACKSON, Jesse L. Jr.,https://history.house.gov/People/Detail/16055,IL,Democrat,House,Black
107,(2001-2003),2001,2003,JACKSON LEE, Sheila,https://history.house.gov/People/Detail/15730,TX,Democrat,House,Black
107,(2001-2003),2001,2003,JEFFERSON, William Jennings,https://history.house.gov/People/Detail/15783,LA,Democrat,House,Black
107,(2001-2003),2001,2003,JOHNSON, Eddie Bernice,https://history.house.gov/People/Detail/15852,TX,Democrat,House,Black
107,(2001-2003),2001,2003,JONES, Stephanie Tubbs,https://history.house.gov/People/Detail/16057,OH,Democrat,House,Black
107,(2001-2003),2001,2003,KILPATRICK, Carolyn Cheeks,https://history.house.gov/People/Detail/16302,MI,Democrat,House,Black
107,(2001-2003),2001,2003,LEE, Barbara,https://history.house.gov/People/Detail/17282,CA,Democrat,House,Black
107,(2001-2003),2001,2003,LEWIS, John R.,https://history.house.gov/People/Detail/16948,GA,Democrat,House,Black
107,(2001-2003),2001,2003,MCKINNEY, Cynthia Ann,https://history.house.gov/People/Detail/17982,GA,Democrat,House,Black
107,(2001-2003),2001,2003,MEEK, Carrie P.,https://history.house.gov/People/Detail/18110,FL,Democrat,House,Black
107,(2001-2003),2001,2003,MEEKS, Gregory W.,https://history.house.gov/People/Detail/18747,NY,Democrat,House,Black
107,(2001-2003),2001,2003,MILLENDER-MCDONALD, Juanita,https://history.house.gov/People/Detail/18225,CA,Democrat,House,Black
107,(2001-2003),2001,2003,NORTON, Eleanor Holmes,https://history.house.gov/People/Detail/19016,DC,Democrat,House,Black
107,(2001-2003),2001,2003,OWENS, Major Robert Odell,https://history.house.gov/People/Detail/19262,NY,Democrat,House,Black
107,(2001-2003),2001,2003,PAYNE, Donald Milford,https://history.house.gov/People/Detail/19459,NJ,Democrat,House,Black
107,(2001-2003),2001,2003,RANGEL, Charles B.,https://history.house.gov/People/Detail/20144,NY,Democrat,House,Black
107,(2001-2003),2001,2003,RUSH, Bobby L.,https://history.house.gov/People/Detail/20721,IL,Democrat,House,Black
107,(2001-2003),2001,2003,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368,VA,Democrat,House,Black
107,(2001-2003),2001,2003,THOMPSON, Bennie,https://history.house.gov/People/Detail/22870,MS,Democrat,House,Black
107,(2001-2003),2001,2003,TOWNS, Edolphus,https://history.house.gov/People/Detail/23035,NY,Democrat,House,Black
107,(2001-2003),2001,2003,WATERS, Maxine,https://history.house.gov/People/Detail/23438,CA,Democrat,House,Black
107,(2001-2003),2001,2003,WATSON, Diane Edith 14,https://history.house.gov/People/Detail/24171,CA,Democrat,House,Black
107,(2001-2003),2001,2003,WATT, Melvin L.,https://history.house.gov/People/Detail/23463,NC,Democrat,House,Black
107,(2001-2003),2001,2003,WATTS, Julius Caesar Jr. (J. C.),https://history.house.gov/People/Detail/23468,OK,Republican,House,Black
107,(2001-2003),2001,2003,WYNN, Albert Russell,https://history.house.gov/People/Detail/24158,MD,Democrat,House,Black
108,(2003-2005),2003,2005,BALLANCE, Frank W. Jr. 15,https://history.house.gov/People/Detail/10375,NC,Democrat,House,Black
108,(2003-2005),2003,2005,BISHOP, Sanford Dixon Jr.,https://history.house.gov/People/Detail/7697,GA,Democrat,House,Black
108,(2003-2005),2003,2005,BROWN, Corrine,https://history.house.gov/People/Detail/7695,FL,Democrat,House,Black
108,(2003-2005),2003,2005,BUTTERFIELD, George Kenneth Jr. (G. K.),https://history.house.gov/People/Detail/10401,NC,Democrat,House,Black
108,(2003-2005),2003,2005,CARSON, Julia May,https://history.house.gov/People/Detail/10693,IN,Democrat,House,Black
108,(2003-2005),2003,2005,CHRISTENSEN, Donna Marie,https://history.house.gov/People/Detail/10930,VI,Democrat,House,Black
108,(2003-2005),2003,2005,CLAY, William Lacy Jr.,https://history.house.gov/People/Detail/11766,MO,Democrat,House,Black
108,(2003-2005),2003,2005,CLYBURN, James Enos,https://history.house.gov/People/Detail/11119,SC,Democrat,House,Black
108,(2003-2005),2003,2005,CONYERS, John Jr.,https://history.house.gov/People/Detail/11348,MI,Democrat,House,Black
108,(2003-2005),2003,2005,CUMMINGS, Elijah Eugene,https://history.house.gov/People/Detail/11684,MD,Democrat,House,Black
108,(2003-2005),2003,2005,DAVIS, Artur,https://history.house.gov/People/Detail/12579,AL,Democrat,House,Black
108,(2003-2005),2003,2005,DAVIS, Danny K.,https://history.house.gov/People/Detail/11949,IL,Democrat,House,Black
108,(2003-2005),2003,2005,FATTAH, Chaka,https://history.house.gov/People/Detail/13018,PA,Democrat,House,Black
108,(2003-2005),2003,2005,FORD, Harold Jr.,https://history.house.gov/People/Detail/13305,TN,Democrat,House,Black
108,(2003-2005),2003,2005,HASTINGS, Alcee Lamar,https://history.house.gov/People/Detail/14683,FL,Democrat,House,Black
108,(2003-2005),2003,2005,JACKSON, Jesse L. Jr.,https://history.house.gov/People/Detail/16055,IL,Democrat,House,Black
108,(2003-2005),2003,2005,JACKSON LEE, Sheila,https://history.house.gov/People/Detail/15730,TX,Democrat,House,Black
108,(2003-2005),2003,2005,JEFFERSON, William Jennings,https://history.house.gov/People/Detail/15783,LA,Democrat,House,Black
108,(2003-2005),2003,2005,JOHNSON, Eddie Bernice,https://history.house.gov/People/Detail/15852,TX,Democrat,House,Black
108,(2003-2005),2003,2005,JONES, Stephanie Tubbs,https://history.house.gov/People/Detail/16057,OH,Democrat,House,Black
108,(2003-2005),2003,2005,KILPATRICK, Carolyn Cheeks,https://history.house.gov/People/Detail/16302,MI,Democrat,House,Black
108,(2003-2005),2003,2005,LEE, Barbara,https://history.house.gov/People/Detail/17282,CA,Democrat,House,Black
108,(2003-2005),2003,2005,LEWIS, John R.,https://history.house.gov/People/Detail/16948,GA,Democrat,House,Black
108,(2003-2005),2003,2005,MAJETTE, Denise L.,https://history.house.gov/People/Detail/18762,GA,Democrat,House,Black
108,(2003-2005),2003,2005,MEEK, Kendrick B.,https://history.house.gov/People/Detail/18768,FL,Democrat,House,Black
108,(2003-2005),2003,2005,MEEKS, Gregory W.,https://history.house.gov/People/Detail/18747,NY,Democrat,House,Black
108,(2003-2005),2003,2005,MILLENDER-MCDONALD, Juanita,https://history.house.gov/People/Detail/18225,CA,Democrat,House,Black
108,(2003-2005),2003,2005,NORTON, Eleanor Holmes,https://history.house.gov/People/Detail/19016,DC,Democrat,House,Black
108,(2003-2005),2003,2005,OWENS, Major Robert Odell,https://history.house.gov/People/Detail/19262,NY,Democrat,House,Black
108,(2003-2005),2003,2005,PAYNE, Donald Milford,https://history.house.gov/People/Detail/19459,NJ,Democrat,House,Black
108,(2003-2005),2003,2005,RANGEL, Charles B.,https://history.house.gov/People/Detail/20144,NY,Democrat,House,Black
108,(2003-2005),2003,2005,RUSH, Bobby L.,https://history.house.gov/People/Detail/20721,IL,Democrat,House,Black
108,(2003-2005),2003,2005,SCOTT, David,https://history.house.gov/People/Detail/22574,GA,Democrat,House,Black
108,(2003-2005),2003,2005,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368,VA,Democrat,House,Black
108,(2003-2005),2003,2005,THOMPSON, Bennie,https://history.house.gov/People/Detail/22870,MS,Democrat,House,Black
108,(2003-2005),2003,2005,TOWNS, Edolphus,https://history.house.gov/People/Detail/23035,NY,Democrat,House,Black
108,(2003-2005),2003,2005,WATERS, Maxine,https://history.house.gov/People/Detail/23438,CA,Democrat,House,Black
108,(2003-2005),2003,2005,WATSON, Diane Edith,https://history.house.gov/People/Detail/24171,CA,Democrat,House,Black
108,(2003-2005),2003,2005,WATT, Melvin L.,https://history.house.gov/People/Detail/23463,NC,Democrat,House,Black
108,(2003-2005),2003,2005,WYNN, Albert Russell,https://history.house.gov/People/Detail/24158,MD,Democrat,House,Black
109,(2005-2007),2005,2007,BISHOP, Sanford Dixon Jr.,https://history.house.gov/People/Detail/7697,GA,Democrat,House,Black
109,(2005-2007),2005,2007,BROWN, Corrine,https://history.house.gov/People/Detail/7695,FL,Democrat,House,Black
109,(2005-2007),2005,2007,BUTTERFIELD, George Kenneth Jr. (G. K.),https://history.house.gov/People/Detail/10401,NC,Democrat,House,Black
109,(2005-2007),2005,2007,CARSON, Julia May,https://history.house.gov/People/Detail/10693,IN,Democrat,House,Black
109,(2005-2007),2005,2007,CHRISTENSEN, Donna Marie,https://history.house.gov/People/Detail/10930,VI,Democrat,House,Black
109,(2005-2007),2005,2007,CLAY, William Lacy Jr.,https://history.house.gov/People/Detail/11766,MO,Democrat,House,Black
109,(2005-2007),2005,2007,CLEAVER, Emanuel II,https://history.house.gov/People/Detail/11786,MO,Democrat,House,Black
109,(2005-2007),2005,2007,CLYBURN, James Enos,https://history.house.gov/People/Detail/11119,SC,Democrat,House,Black
109,(2005-2007),2005,2007,CONYERS, John Jr.,https://history.house.gov/People/Detail/11348,MI,Democrat,House,Black
109,(2005-2007),2005,2007,CUMMINGS, Elijah Eugene,https://history.house.gov/People/Detail/11684,MD,Democrat,House,Black
109,(2005-2007),2005,2007,DAVIS, Artur,https://history.house.gov/People/Detail/12579,AL,Democrat,House,Black
109,(2005-2007),2005,2007,DAVIS, Danny K.,https://history.house.gov/People/Detail/11949,IL,Democrat,House,Black
109,(2005-2007),2005,2007,FATTAH, Chaka,https://history.house.gov/People/Detail/13018,PA,Democrat,House,Black
109,(2005-2007),2005,2007,FORD, Harold Jr.,https://history.house.gov/People/Detail/13305,TN,Democrat,House,Black
109,(2005-2007),2005,2007,GREEN, Al,https://history.house.gov/People/Detail/14265,TX,Democrat,House,Black
109,(2005-2007),2005,2007,HASTINGS, Alcee Lamar,https://history.house.gov/People/Detail/14683,FL,Democrat,House,Black
109,(2005-2007),2005,2007,JACKSON, Jesse L. Jr.,https://history.house.gov/People/Detail/16055,IL,Democrat,House,Black
109,(2005-2007),2005,2007,JACKSON LEE, Sheila,https://history.house.gov/People/Detail/15730,TX,Democrat,House,Black
109,(2005-2007),2005,2007,JEFFERSON, William Jennings,https://history.house.gov/People/Detail/15783,LA,Democrat,House,Black
109,(2005-2007),2005,2007,JOHNSON, Eddie Bernice,https://history.house.gov/People/Detail/15852,TX,Democrat,House,Black
109,(2005-2007),2005,2007,JONES, Stephanie Tubbs,https://history.house.gov/People/Detail/16057,OH,Democrat,House,Black
109,(2005-2007),2005,2007,KILPATRICK, Carolyn Cheeks,https://history.house.gov/People/Detail/16302,MI,Democrat,House,Black
109,(2005-2007),2005,2007,LEE, Barbara,https://history.house.gov/People/Detail/17282,CA,Democrat,House,Black
109,(2005-2007),2005,2007,LEWIS, John R.,https://history.house.gov/People/Detail/16948,GA,Democrat,House,Black
109,(2005-2007),2005,2007,MCKINNEY, Cynthia Ann,https://history.house.gov/People/Detail/17982,GA,Democrat,House,Black
109,(2005-2007),2005,2007,MEEK, Kendrick B.,https://history.house.gov/People/Detail/18768,FL,Democrat,House,Black
109,(2005-2007),2005,2007,MEEKS, Gregory W.,https://history.house.gov/People/Detail/18747,NY,Democrat,House,Black
109,(2005-2007),2005,2007,MILLENDER-MCDONALD, Juanita,https://history.house.gov/People/Detail/18225,CA,Democrat,House,Black
109,(2005-2007),2005,2007,MOORE, Gwendolynne S. (Gwen),https://history.house.gov/People/Detail/18792,WI,Democrat,House,Black
109,(2005-2007),2005,2007,NORTON, Eleanor Holmes,https://history.house.gov/People/Detail/19016,DC,Democrat,House,Black
109,(2005-2007),2005,2007,OBAMA, Barack,https://history.house.gov/People/Detail/19276,IL,Democrat,Senate,Black
109,(2005-2007),2005,2007,OWENS, Major Robert Odell,https://history.house.gov/People/Detail/19262,NY,Democrat,House,Black
109,(2005-2007),2005,2007,PAYNE, Donald Milford,https://history.house.gov/People/Detail/19459,NJ,Democrat,House,Black
109,(2005-2007),2005,2007,RANGEL, Charles B.,https://history.house.gov/People/Detail/20144,NY,Democrat,House,Black
109,(2005-2007),2005,2007,RUSH, Bobby L.,https://history.house.gov/People/Detail/20721,IL,Democrat,House,Black
109,(2005-2007),2005,2007,SCOTT, David,https://history.house.gov/People/Detail/22574,GA,Democrat,House,Black
109,(2005-2007),2005,2007,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368,VA,Democrat,House,Black
109,(2005-2007),2005,2007,THOMPSON, Bennie,https://history.house.gov/People/Detail/22870,MS,Democrat,House,Black
109,(2005-2007),2005,2007,TOWNS, Edolphus,https://history.house.gov/People/Detail/23035,NY,Democrat,House,Black
109,(2005-2007),2005,2007,WATERS, Maxine,https://history.house.gov/People/Detail/23438,CA,Democrat,House,Black
109,(2005-2007),2005,2007,WATSON, Diane Edith,https://history.house.gov/People/Detail/24171,CA,Democrat,House,Black
109,(2005-2007),2005,2007,WATT, Melvin L.,https://history.house.gov/People/Detail/23463,NC,Democrat,House,Black
109,(2005-2007),2005,2007,WYNN, Albert Russell,https://history.house.gov/People/Detail/24158,MD,Democrat,House,Black
110,(2007-2009),2007,2009,BISHOP, Sanford Dixon Jr.,https://history.house.gov/People/Detail/7697,GA,Democrat,House,Black
110,(2007-2009),2007,2009,BROWN, Corrine,https://history.house.gov/People/Detail/7695,FL,Democrat,House,Black
110,(2007-2009),2007,2009,BUTTERFIELD, George Kenneth Jr. (G. K.),https://history.house.gov/People/Detail/10401,NC,Democrat,House,Black
110,(2007-2009),2007,2009,CARSON, Andre,https://history.house.gov/People/Detail/11806,IN,Democrat,House,Black
110,(2007-2009),2007,2009,CARSON, Julia May 16,https://history.house.gov/People/Detail/10693,IN,Democrat,House,Black
110,(2007-2009),2007,2009,CHRISTENSEN, Donna Marie,https://history.house.gov/People/Detail/10930,VI,Democrat,House,Black
110,(2007-2009),2007,2009,CLARKE, Yvette Diane,https://history.house.gov/People/Detail/11798,NY,Democrat,House,Black
110,(2007-2009),2007,2009,CLAY, William Lacy Jr.,https://history.house.gov/People/Detail/11766,MO,Democrat,House,Black
110,(2007-2009),2007,2009,CLEAVER, Emanuel II,https://history.house.gov/People/Detail/11786,MO,Democrat,House,Black
110,(2007-2009),2007,2009,CLYBURN, James Enos,https://history.house.gov/People/Detail/11119,SC,Democrat,House,Black
110,(2007-2009),2007,2009,CONYERS, John Jr.,https://history.house.gov/People/Detail/11348,MI,Democrat,House,Black
110,(2007-2009),2007,2009,CUMMINGS, Elijah Eugene,https://history.house.gov/People/Detail/11684,MD,Democrat,House,Black
110,(2007-2009),2007,2009,DAVIS, Artur,https://history.house.gov/People/Detail/12579,AL,Democrat,House,Black
110,(2007-2009),2007,2009,DAVIS, Danny K.,https://history.house.gov/People/Detail/11949,IL,Democrat,House,Black
110,(2007-2009),2007,2009,EDWARDS, Donna F. 17,https://history.house.gov/People/Detail/12961,MD,Democrat,House,Black
110,(2007-2009),2007,2009,ELLISON, Keith,https://history.house.gov/People/Detail/12957,MN,Democrat,House,Black
110,(2007-2009),2007,2009,FATTAH, Chaka,https://history.house.gov/People/Detail/13018,PA,Democrat,House,Black
110,(2007-2009),2007,2009,FUDGE, Marcia L. 18,https://history.house.gov/People/Detail/13557,OH,Democrat,House,Black
110,(2007-2009),2007,2009,GREEN, Al,https://history.house.gov/People/Detail/14265,TX,Democrat,House,Black
110,(2007-2009),2007,2009,HASTINGS, Alcee Lamar,https://history.house.gov/People/Detail/14683,FL,Democrat,House,Black
110,(2007-2009),2007,2009,JACKSON, Jesse L. Jr.,https://history.house.gov/People/Detail/16055,IL,Democrat,House,Black
110,(2007-2009),2007,2009,JACKSON LEE, Sheila,https://history.house.gov/People/Detail/15730,TX,Democrat,House,Black
110,(2007-2009),2007,2009,JEFFERSON, William Jennings,https://history.house.gov/People/Detail/15783,LA,Democrat,House,Black
110,(2007-2009),2007,2009,JOHNSON, Eddie Bernice,https://history.house.gov/People/Detail/15852,TX,Democrat,House,Black
110,(2007-2009),2007,2009,JOHNSON, Hank,https://history.house.gov/People/Detail/16065,GA,Democrat,House,Black
110,(2007-2009),2007,2009,JONES, Stephanie Tubbs 19,https://history.house.gov/People/Detail/16057,OH,Democrat,House,Black
110,(2007-2009),2007,2009,KILPATRICK, Carolyn Cheeks,https://history.house.gov/People/Detail/16302,MI,Democrat,House,Black
110,(2007-2009),2007,2009,LEE, Barbara,https://history.house.gov/People/Detail/17282,CA,Democrat,House,Black
110,(2007-2009),2007,2009,LEWIS, John R.,https://history.house.gov/People/Detail/16948,GA,Democrat,House,Black
110,(2007-2009),2007,2009,MEEK, Kendrick B.,https://history.house.gov/People/Detail/18768,FL,Democrat,House,Black
110,(2007-2009),2007,2009,MEEKS, Gregory W.,https://history.house.gov/People/Detail/18747,NY,Democrat,House,Black
110,(2007-2009),2007,2009,MILLENDER-MCDONALD, Juanita 20,https://history.house.gov/People/Detail/18225,CA,Democrat,House,Black
110,(2007-2009),2007,2009,MOORE, Gwendolynne S. (Gwen),https://history.house.gov/People/Detail/18792,WI,Democrat,House,Black
110,(2007-2009),2007,2009,NORTON, Eleanor Holmes,https://history.house.gov/People/Detail/19016,DC,Democrat,House,Black
110,(2007-2009),2007,2009,OBAMA, Barack 21,https://history.house.gov/People/Detail/19276,IL,Democrat,Senate,Black
110,(2007-2009),2007,2009,PAYNE, Donald Milford,https://history.house.gov/People/Detail/19459,NJ,Democrat,House,Black
110,(2007-2009),2007,2009,RANGEL, Charles B.,https://history.house.gov/People/Detail/20144,NY,Democrat,House,Black
110,(2007-2009),2007,2009,RICHARDSON, Laura 22,https://history.house.gov/People/Detail/20805,CA,Democrat,House,Black
110,(2007-2009),2007,2009,RUSH, Bobby L.,https://history.house.gov/People/Detail/20721,IL,Democrat,House,Black
110,(2007-2009),2007,2009,SCOTT, David,https://history.house.gov/People/Detail/22574,GA,Democrat,House,Black
110,(2007-2009),2007,2009,SCOTT, Robert C.,https://history.house.gov/People/Detail/21368,VA,Democrat,House,Black
110,(2007-2009),2007,2009,THOMPSON, Bennie,https://history.house.gov/People/Detail/22870,MS,Democrat,House,Black
110,(2007-2009),2007,2009,TOWNS, Edolphus,https://history.house.gov/People/Detail/23035,NY,Democrat,House,Black
110,(2007-2009),2007,2009,WATERS, Maxine,https://history.house.gov/People/Detail/23438,CA,Democrat,House,Black
110,(2007-2009),2007,2009,WATSON, Diane Edith,https://history.house.gov/People/Detail/24171,CA,Democrat,House,Black
110,(2007-2009),2007,2009,WATT, Melvin L.,https://history.house.gov/People/Detail/23463,NC,Democrat,House,Black
110,(2007-2009),2007,2009,WYNN, Albert Russell 23,https://history.house.gov/People/Detail/24158,MD,Democrat,House,Black
111,(2009-2011),2009,2011,BISHOP, Sanford Dixon Jr.,https://history.house.gov/People/Detail/7697,GA,Democrat,House,Black
111,(2009-2011),2009,2011,BROWN, Corrine,https://history.house.gov/People/Detail/7695,FL,Democrat,House,Black
111,(2009-2011),2009,2011,BURRIS, Roland 24,https://history.house.gov/People/Detail/10429,IL,Democrat,Senate,Black
111,(2009-2011),2009,2011,BUTTERFIELD, George Kenneth Jr. (G. K.),https://history.house.gov/People/Detail/10401,NC,Democrat,House,Black
111,(2009-2011),2009,2011,CARSON, Andre,https://history.house.gov/People/Detail/11806,IN,Democrat,House,Black
111,(2009-2011),2009,2011,CHRISTENSEN, Donna Marie,https://history.house.gov/People/Detail/10930,VI,Democrat,House,Black
111,(2009-2011),2009,2011,CLARKE, Yvette Diane,https://history.house.gov/People/Detail/11798,NY,Democrat,House,Black
111,(2009-2011),2009,2011,CLAY, William Lacy Jr.,https://history.house.gov/People/Detail/11766,MO,Democrat,House,Black
111,(2009-2011),2009,2011,CLEAVER, Emanuel II,https://history.house.gov/People/Detail/11786,MO,Democrat,House,Black
111,(2009-2011),2009,2011,CLYBURN, James Enos,https://history.house.gov/People/Detail/11119,SC,Democrat,House,Black
111,(2009-2011),2009,2011,CONYERS, John Jr.,https://history.house.gov/People/Detail/11348,MI,Democrat,House,Black
111,(2009-2011),2009,2011,CUMMINGS, Elijah Eugene,https://history.house.gov/People/Detail/11684,MD,Democrat,House,Black
111,(2009-2011),2009,2011,DAVIS, Artur,https://history.house.gov/People/Detail/12579,AL,Democrat,House,Black
111,(2009-2011),2009,2011,DAVIS, Danny K.,https://history.house.gov/People/Detail/11949,IL,Democrat,House,Black
111,(2009-2011),2009,2011,EDWARDS, Donna F.,https://history.house.gov/People/Detail/12961,MD,Democrat,House,Black
111,(2009-2011),2009,2011,ELLISON, Keith,https://history.house.gov/People/Detail/12957,MN,Democrat,House,Black
111,(2009-2011),2009,2011,FATTAH, Chaka,https://history.house.gov/People/Detail/13018,PA,Democrat,House,Black
111,(2009-2011),2009,2011,FUDGE, Marcia L.,https://history.house.gov/People/Detail/13557,OH,Democrat,House,Black
111,(2009-2011),2009,2011,GREEN, Al,https://history.house.gov/People/Detail/14265,TX,Democrat,House,Black
111,(2009-2011),2009,2011,HASTINGS, Alcee Lamar,https://history.house.gov/People/Detail/14683,FL,Democrat,House,Black
111,(2009-2011),2009,2011,JACKSON, Jesse L. Jr.,https://history.house.gov/People/Detail/16055,IL,Democrat,House,Black
111,(2009-2011),2009,2011,JACKSON LEE, Sheila,https://history.house.gov/People/Detail/15730,TX,Democrat,House,Black
111,(2009-2011),2009,2011,JOHNSON, Eddie Bernice,https://history.house.gov/People/Detail/15852,TX,Democrat,House,Black
111,(2009-2011),2009,2011,JOHNSON, Hank,https://history.house.gov/People/Detail/16065,GA,Democrat,House,Black
111,(2009-2011),2009,2011,KILPATRICK, Carolyn Cheeks,https://history.house.gov/People/Detail/16302,MI,Democrat,House,Black
111,(2009-2011),2009,2011,LEE, Barbara,https://history.house.gov/People/Detail/17282,CA,Democrat,House,Black
111,(2009-2011),2009,2011,LEWIS, John R.,https://history.house.gov/People/Detail/16948,GA,Democrat,House,Black
111,(2009-2011),2009,2011,MEEK, Kendrick B.,https://history.house.gov/People/Detail/18768,FL,Democrat,House,Black
111,(2009-2011),2009,2011,MEEKS, Gregory W.,https://history.house.gov/People/Detail/18747,NY,Democrat,House,Black
111,(2009-2011),2009,2011,MOORE, Gwendolynne S. (Gwen),https://history.house.gov/People/Detail/18792,WI,Democrat,House,Black
111,(2009-2011),2009,2011,NORTON, Eleanor Holmes,https://history.house.gov/People/Detail/19016,DC,Democrat,House,Black
111,(2009-2011),2009,2011,PAYNE, Donald Milford,https://history.house.gov/People/Detail/19459,NJ,Democrat,House,Black
111,(2009-2011),2009,2011,RANGEL, Charles B.,https://history.house.gov/People/Detail/20144,NY,Democrat,House,Black
